Form,CSV column,Matched field label,Domain,Score,Matched
Demographic,7. Do you have a regular caregiver? A caregiver as part of this questionnaire is,7 do you have a regular caregiver a caregiver as part of this questionnaire is defined as someone that helps you manage day to day living activities this includes your spouse or partner if applicable 7 avez vous un aidant régulier un aidant dans le cadre de ce questionnaire est défini comme une personne qui vous aide à gérer les activités de la vie quotidienne cela inclut votre conjoint ou partenaire le cas échéant,Admin,0.548,Yes
Demographic,7a. Please specify regular caregiver:    7a. Veuillez préciser qui est votre aid,7a please specify regular caregiver 7a veuillez préciser qui est votre aidant régulier,Admin,1.0,Yes
Demographic,Please specify other caregiver:    Veuillez préciser si vous avez sélectionné au,please specify other caregiver veuillez préciser si vous avez sélectionné autre aidant,Admin,1.0,Yes
Demographic,7b. Professional status of the caregiver:     7b Situation professionnelle de l',7b professional status of the caregiver 7b situation professionnelle de l aidant,Admin,1.0,Yes
Demographic,"8. If the questionnaire was done in-person, is the regular caregiver present dur",8 if the questionnaire was done in person is the regular caregiver present during the visit 8 si le questionnaire a été rempli en personne l aidant régulier est il présent lors de la visite,Admin,1.0,Yes
Demographic,9. Do you attend a support group for your disease?    9. Êtes-vous impliqué dans,9 do you attend a support group for your disease 9 êtes vous impliqué dans un groupe de soutien pour votre maladie,Admin,1.0,Yes
Demographic,10. Your involvement in a support group is ...    10. Votre implication dans un ,10 your involvement in a support group is 10 votre implication dans un groupe de soutien est,Admin,1.0,Yes
Demographic,11. What is your first language?    11. Quelle est votre langue maternelle?,11 what is your first language 11 quelle est votre langue maternelle,Admin,1.0,Yes
Demographic,11a. What is your first language?    11a. Quelle est votre langue maternelle?,11a what is your first language 11a quelle est votre langue maternelle,Admin,1.0,Yes
Demographic,"11b. How many language(s) do you speak?    11b, Combien de langues parlez-vous: ",11b how many language s do you speak 11b combien de langues parlez vous,Admin,1.0,Yes
Demographic,11c. List of spoken language(s):     11c. Liste de(s) langue(s) parlée(s): ,11c list of spoken language s 11c liste de s langue s parlée s,Admin,1.0,Yes
Demographic,Which of the following best describes your functional level of the English langu,which of the following best describes your functional level of the english language lequel des énoncés suivants décrit le mieux votre niveau fonctionnel de la langue anglaise,Admin,1.0,Yes
Demographic,Which of the following best describes your functional level of the French langua,which of the following best describes your functional level of the french language lequel des énoncés suivants décrit le mieux votre niveau fonctionnel de la langue française,Admin,1.0,Yes
Demographic,Which of the following best describes your functional level of the Spanish langu,which of the following best describes your functional level of the spanish language lequel des énoncés suivants décrit le mieux votre niveau fonctionnel de la langue espagnole,Admin,1.0,Yes
Demographic,Which of the following best describes your functional level of the Mandarin lang,which of the following best describes your functional level of the mandarin language lequel des énoncés suivants décrit le mieux votre niveau fonctionnel de la langue mandarine,Admin,1.0,Yes
Demographic,Which of the following best describes your functional level of the Cantonese lan,which of the following best describes your functional level of the cantonese language lequel des énoncés suivants décrit le mieux votre niveau fonctionnel de la langue cantonaise,Admin,1.0,Yes
Demographic,Which of the following best describes your functional level of the Punjabi langu,which of the following best describes your functional level of the punjabi language lequel des énoncés suivants décrit le mieux votre niveau fonctionnel de la langue punjabi,Admin,1.0,Yes
Demographic,Which of the following best describes your functional level of the Hindi languag,which of the following best describes your functional level of the hindi language lequel des énoncés suivants décrit le mieux votre niveau fonctionnel de la langue hindi,Admin,1.0,Yes
Demographic,Which of the following best describes your functional level of the Arabic langua,which of the following best describes your functional level of the arabic language lequel des énoncés suivants décrit le mieux votre niveau fonctionnel de la langue arabe,Admin,1.0,Yes
Demographic,Which of the following best describes your functional level of the Bengali langu,which of the following best describes your functional level of the bengali language lequel des énoncés suivants décrit le mieux votre niveau fonctionnel de la langue bengali,Admin,1.0,Yes
Demographic,Which of the following best describes your functional level of the Russian langu,which of the following best describes your functional level of the russian language lequel des énoncés suivants décrit le mieux votre niveau fonctionnel de la langue russe,Admin,1.0,Yes
Demographic,Which of the following best describes your functional level of the Portuguese la,which of the following best describes your functional level of the portuguese language lequel des énoncés suivants décrit le mieux votre niveau fonctionnel de la langue portugaise,Admin,1.0,Yes
Demographic,Which of the following best describes your functional level of the Indonesian la,which of the following best describes your functional level of the indonesian language lequel des énoncés suivants décrit le mieux votre niveau fonctionnel de la langue indonésienne,Admin,1.0,Yes
Demographic,Which of the following best describes your functional level of the Italian langu,which of the following best describes your functional level of the italian language lequel des énoncés suivants décrit le mieux votre niveau fonctionnel de la langue italienne,Admin,1.0,Yes
Demographic,Which of the following best describes your functional level of the German langua,which of the following best describes your functional level of the german language lequel des énoncés suivants décrit le mieux votre niveau fonctionnel de la langue allemande,Admin,1.0,Yes
Demographic,Which of the following best describes your functional level of the Filipino lang,which of the following best describes your functional level of the filipino language lequel des énoncés suivants décrit le mieux votre niveau fonctionnel de la langue philippine,Admin,1.0,Yes
Demographic,Which of the following best describes your functional level of the Cree language,which of the following best describes your functional level of the cree languages lequel des énoncés suivants décrit le mieux votre niveau fonctionnel des langues cries,Admin,1.0,Yes
Demographic,Which of the following best describes your functional level of the Inuktitut lan,which of the following best describes your functional level of the inuktitut language lequel des énoncés suivants décrit le mieux votre niveau fonctionnel de la langue inuktitut,Admin,1.0,Yes
Demographic,Which of the following best describes your functional level of the Ojibway langu,which of the following best describes your functional level of the ojibway language lequel des énoncés suivants décrit le mieux votre niveau fonctionnel de la langue ojibwé,Admin,1.0,Yes
Demographic,"If you selected other, please specify:     Si vous en avez sélectionné autre, ve",if you selected other please specify si vous en avez sélectionné autre veuillez préciser,Admin,1.0,Yes
Demographic,12. Do you understand English well enough to participate in the study?    12. Co,12 do you understand english well enough to participate in the study 12 comprenez vous suffisamment l anglais pour participer à l étude,Admin,1.0,Yes
Demographic,13. Do you understand French well enough to participate in the study?    13. Com,13 do you understand french well enough to participate in the study 13 comprenez vous suffisamment le français pour participer à l étude,Admin,1.0,Yes
Demographic,"If applicable, who helped you with translation?    Si applicable, qui vous a aid",if applicable who helped you with translation si applicable qui vous a aidé avec la traduction,Admin,1.0,Yes
EHI,Tests completed:     Tests complétés:  ,tests completed tests complétés,Admin,1.0,Yes
EHI,How were the test completed?     Comment les tests ont-ils été remplis?,how were the test completed comment les tests ont ils été remplis,Admin,1.0,Yes
EHI,1. Writing,1 writing,Motor,1.0,Yes
EHI,2. Drawing,2 drawing,Motor,1.0,Yes
EHI,3. Throwing,3 throwing,Motor,1.0,Yes
EHI,4. Scissors,4 scissors,Motor,1.0,Yes
EHI,5. Toothbrush,5 toothbrush,Motor,1.0,Yes
EHI,6. Knife (without a fork),6 knife without a fork,Motor,1.0,Yes
EHI,7. Spoon,7 spoon,Motor,1.0,Yes
EHI,8. Broom (upper hand),8 broom upper hand,Motor,1.0,Yes
EHI,9. Striking Match (match hand),9 striking match match hand,Motor,1.0,Yes
EHI,10. Opening a box (lid hand),10 opening a box lid hand,Motor,1.0,Yes
EHI,11. Which foot do you prefer to kick with?,11 which foot do you prefer to kick with,Motor,1.0,Yes
EHI,12. Which eye do you use when using only one?,12 which eye do you use when using only one,Motor,1.0,Yes
EHI,EHI Total Score Right  ,ehi total score right,Composite Scores,1.0,Yes
EHI,EHI Total Score Left  ,ehi total score left,Composite Scores,1.0,Yes
EHI,EHI Handedness Score  ,ehi handedness score,Composite Scores,1.0,Yes
EHI,"Handedness Classification:   If score < -0.4, select 'Left Handed'  If score -0.",handedness classification if score 0 4 select left handed if score 0 4 hs 0 4 select ambidextrous if score 0 4 select right handed,Composite Scores,1.0,Yes
Enrollement,Questionnaire completed by:    Questionnaire complété par : ,questionnaire completed by questionnaire complété par,Admin,1.0,Yes
Enrollement,Questionnaire completed:     Questionnaire rempli: ,questionnaire completed questionnaire rempli,Admin,1.0,Yes
Enrollement,Site:,site,Admin,1.0,Yes
Enrollement,QPN/RPQ Site:,qpn rpq site,Admin,1.0,Yes
Enrollement,What language does the participant prefer to be contacted in?    Dans quelle lan,what language does the participant prefer to be contacted in dans quelle langue le participant préfère t il être contacté,Admin,1.0,Yes
Enrollement,**FOR NATIONAL COORDINATOR USE ONLY**  Was the participant imported from CaPRI R,for national coordinator use only was the participant imported from capri redcap,Admin,1.0,Yes
Enrollement,External ID: ,external id,Admin,1.0,Yes
Enrollement,LARA ID: ,lara id,Admin,1.0,Yes
Enrollement,Linked PD-MCI id:  ,linked pd mci id,Admin,1.0,Yes
Enrollement,Linked PD-MCI-TMS id:,linked pd mci tms id,Admin,1.0,Yes
Enrollement,Linked MIGUT id:  ,linked migut id,Admin,1.0,Yes
Enrollement,Is this a test participant?,is this a test participant,Admin,1.0,Yes
Enrollement,The questionnaire was completed by:     Le questionnaire a été complété par: ,the questionnaire was completed by le questionnaire a été complété par,Admin,1.0,Yes
Enrollement,Does the participant have follow-ups prior to this entry in REDCap (QPN patients,does the participant have follow ups prior to this entry in redcap qpn patients only le participant a t il des suivis avant cette inscription dans redcap seulement pour les patients rpq,Admin,1.0,Yes
Enrollement,How many follow-ups were completed by this participant?     Combien de suivis on,how many follow ups were completed by this participant combien de suivis ont été faits pour ce participant,Admin,1.0,Yes
Enrollement,When was the last follow-up (calculate the number of months)?    À quand remonte,when was the last follow up calculate the number of months à quand remonte le dernier suivi calculez le nombre de mois,Admin,1.0,Yes
